user_id,book_id,bookrating,booktittle,book_author,year_of_pub,total_ratings
21589,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
21659,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
21683,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
21726,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
21773,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
21774,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
21982,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
22089,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
22625,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
22830,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
23511,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
23699,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
23768,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
23953,0316666343,5,The Lovely Bones: A Novel,Alice Sebold,2002,1295
23958,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
24186,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
24433,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
24621,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
24746,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
25109,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
25131,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
25170,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
25606,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
25826,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
25827,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
25937,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
26209,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
26538,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
26548,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
26567,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
26593,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
26813,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
27222,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
27354,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
27462,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
27472,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
27592,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
27799,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
28204,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
28269,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
28289,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
28523,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
28550,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
28592,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
28619,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
28634,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
28658,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
29259,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
29526,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
29855,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
30261,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
30324,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
30716,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
30735,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
30770,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
31078,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
31241,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
31343,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
31816,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
31904,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
31987,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
32195,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
32793,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
33264,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
33319,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
33505,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
33517,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
33681,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
33816,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
33822,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
33943,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
34377,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
34581,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
34761,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
35182,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
35424,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
35793,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
35859,0316666343,6,The Lovely Bones: A Novel,Alice Sebold,2002,1295
36003,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
36265,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
36609,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
36807,0316666343,6,The Lovely Bones: A Novel,Alice Sebold,2002,1295
36817,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
36836,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
36985,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
37538,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
37691,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
37822,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
37950,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
38020,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
38281,0316666343,6,The Lovely Bones: A Novel,Alice Sebold,2002,1295
38508,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
38679,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
38802,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
38950,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
39374,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
39563,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
39628,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
39646,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
39773,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
40004,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
40105,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
40299,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
40553,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
40889,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
40914,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
40943,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
41052,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
41082,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
41449,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
41781,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
41870,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
42150,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
42419,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
42466,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
42518,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
42662,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
43038,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
43163,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
43246,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
43307,0316666343,3,The Lovely Bones: A Novel,Alice Sebold,2002,1295
43842,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
43910,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
44252,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
44479,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
44728,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
44842,0316666343,3,The Lovely Bones: A Novel,Alice Sebold,2002,1295
44852,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
46197,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
46269,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
46330,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
46345,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
46398,0316666343,6,The Lovely Bones: A Novel,Alice Sebold,2002,1295
47017,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
47279,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
47458,0316666343,1,The Lovely Bones: A Novel,Alice Sebold,2002,1295
47606,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
47807,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
47929,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
47993,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
48037,0316666343,6,The Lovely Bones: A Novel,Alice Sebold,2002,1295
48046,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
48474,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
48514,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
48743,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
48753,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
49109,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
49422,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
49460,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
49683,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
49790,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
50073,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
50327,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
50650,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
50895,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
51350,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
51365,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
51390,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
51526,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
51905,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
51974,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
52002,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
52203,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
52366,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
52425,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
52584,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
52586,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
52993,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
53414,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
53458,0316666343,3,The Lovely Bones: A Novel,Alice Sebold,2002,1295
53515,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
53590,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
53729,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
53851,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
54016,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
54453,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
55027,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
55075,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
55375,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
55438,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
55441,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
55492,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
55734,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
55892,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
55927,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
56006,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
56447,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
56632,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
56654,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
56959,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
57108,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
57725,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
58156,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
58389,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
58768,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
58911,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
59150,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
59172,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
59189,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
59296,0316666343,6,The Lovely Bones: A Novel,Alice Sebold,2002,1295
59391,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
59409,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
59895,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
59912,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
60050,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
60244,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
60251,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
60255,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
60392,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
60583,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
60703,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
61090,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
61517,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
61577,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
61619,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
61868,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
62272,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
62387,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
62862,0316666343,6,The Lovely Bones: A Novel,Alice Sebold,2002,1295
62891,0316666343,6,The Lovely Bones: A Novel,Alice Sebold,2002,1295
62935,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
63166,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
63394,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
63719,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
63854,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
64137,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
64775,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
65054,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
65258,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
65444,0316666343,6,The Lovely Bones: A Novel,Alice Sebold,2002,1295
65966,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
66608,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
66708,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
66878,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
66942,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
66989,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,1295
67403,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
67710,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
68256,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
68538,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
69078,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
69378,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
69405,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
69971,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
70052,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
70063,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
70378,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
70402,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
71019,0316666343,4,The Lovely Bones: A Novel,Alice Sebold,2002,1295
71739,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
72183,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
72214,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
72531,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
72601,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
72964,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,1295
73044,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
73056,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
73179,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,1295
73324,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
73394,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
73398,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
73882,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
73923,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
74038,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
74175,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
74185,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
74272,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
74286,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,1295
75028,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,1295
